ltvMin;ltvMax;ticketMin;ticketMax;scoreMin;scoreMax;maturity;carAgeMin;carAgeMax;grossMonthlyIncomeMin;grossMonthlyIncomeMax;state;versionDate;monthlyInterestRate
0;0.1;0;5000;300;399;54;0;1;0;10000000;SP;2020-05-05;0.0319
0;0.1;0;5000;300;399;54;2;3;0;10000000;SP;2020-05-05;0.0319
0;0.1;0;5000;300;399;54;4;5;0;10000000;SP;2020-05-05;0.0319
0;0.1;0;5000;300;399;54;6;7;0;10000000;SP;2020-05-05;0.0319
0;0.1;0;5000;300;399;54;8;9;0;10000000;SP;2020-05-05;0.0326
0;0.1;0;5000;300;399;54;10;11;0;10000000;SP;2020-05-05;0.0376
0;0.1;0;5000;300;399;54;12;13;0;10000000;SP;2020-05-05;0.0399
0;0.1;0;5000;300;399;54;14;15;0;10000000;SP;2020-05-05;0.0415
0;0.1;0;5000;300;399;60;0;1;0;10000000;SP;2020-05-05;0.0319
0;0.1;0;5000;300;399;60;2;3;0;10000000;SP;2020-05-05;0.0319
0;0.1;0;5000;300;399;60;4;5;0;10000000;SP;2020-05-05;0.0319
0;0.1;0;5000;300;399;60;6;7;0;10000000;SP;2020-05-05;0.0319
0;0.1;0;5000;300;399;60;8;9;0;10000000;SP;2020-05-05;0.0332
0;0.1;0;5000;300;399;60;10;11;0;10000000;SP;2020-05-05;0.0384
0;0.1;0;5000;300;399;60;12;13;0;10000000;SP;2020-05-05;0.0406
0;0.1;0;5000;300;399;60;14;15;0;10000000;SP;2020-05-05;0.0421
0;0.1;0;5000;400;499;12;0;1;0;10000000;SP;2020-05-05;0.0364
0;0.1;0;5000;400;499;12;2;3;0;10000000;SP;2020-05-05;0.0364
0;0.1;0;5000;400;499;12;4;5;0;10000000;SP;2020-05-05;0.0364
0;0.1;0;5000;400;499;12;6;7;0;10000000;SP;2020-05-05;0.0364
0;0.1;0;5000;400;499;12;8;9;0;10000000;SP;2020-05-05;0.0364
0;0.1;0;5000;400;499;12;10;11;0;10000000;SP;2020-05-05;0.0368
0;0.1;0;5000;400;499;12;12;13;0;10000000;SP;2020-05-05;0.0380
0;0.1;0;5000;400;499;12;14;15;0;10000000;SP;2020-05-05;0.0395
0;0.1;0;5000;400;499;18;0;1;0;10000000;SP;2020-05-05;0.0335
0;0.1;0;5000;400;499;18;2;3;0;10000000;SP;2020-05-05;0.0335
0;0.1;0;5000;400;499;18;4;5;0;10000000;SP;2020-05-05;0.0335
0;0.1;0;5000;400;499;18;6;7;0;10000000;SP;2020-05-05;0.0335
0;0.1;0;5000;400;499;18;8;9;0;10000000;SP;2020-05-05;0.0335
0;0.1;0;5000;400;499;18;10;11;0;10000000;SP;2020-05-05;0.0340
0;0.1;0;5000;400;499;18;12;13;0;10000000;SP;2020-05-05;0.0359
0;0.1;0;5000;400;499;18;14;15;0;10000000;SP;2020-05-05;0.0375
0;0.1;0;5000;400;499;24;0;1;0;10000000;SP;2020-05-05;0.0321
0;0.1;0;5000;400;499;24;2;3;0;10000000;SP;2020-05-05;0.0321
0;0.1;0;5000;400;499;24;4;5;0;10000000;SP;2020-05-05;0.0321
0;0.1;0;5000;400;499;24;6;7;0;10000000;SP;2020-05-05;0.0321
0;0.1;0;5000;400;499;24;8;9;0;10000000;SP;2020-05-05;0.0321
0;0.1;0;5000;400;499;24;10;11;0;10000000;SP;2020-05-05;0.0330
0;0.1;0;5000;400;499;24;12;13;0;10000000;SP;2020-05-05;0.0353
0;0.1;0;5000;400;499;24;14;15;0;10000000;SP;2020-05-05;0.0369
0;0.1;0;5000;400;499;30;0;1;0;10000000;SP;2020-05-05;0.0312
0;0.1;0;5000;400;499;30;2;3;0;10000000;SP;2020-05-05;0.0312
0;0.1;0;5000;400;499;30;4;5;0;10000000;SP;2020-05-05;0.0312
0;0.1;0;5000;400;499;30;6;7;0;10000000;SP;2020-05-05;0.0312
0;0.1;0;5000;400;499;30;8;9;0;10000000;SP;2020-05-05;0.0312
0;0.1;0;5000;400;499;30;10;11;0;10000000;SP;2020-05-05;0.0328
0;0.1;0;5000;400;499;30;12;13;0;10000000;SP;2020-05-05;0.0351
0;0.1;0;5000;400;499;30;14;15;0;10000000;SP;2020-05-05;0.0366
0;0.1;0;5000;400;499;36;0;1;0;10000000;SP;2020-05-05;0.0308
0;0.1;0;5000;400;499;36;2;3;0;10000000;SP;2020-05-05;0.0308
0;0.1;0;5000;400;499;36;4;5;0;10000000;SP;2020-05-05;0.0308
0;0.1;0;5000;400;499;36;6;7;0;10000000;SP;2020-05-05;0.0308
0;0.1;0;5000;400;499;36;8;9;0;10000000;SP;2020-05-05;0.0308
0;0.1;0;5000;400;499;36;10;11;0;10000000;SP;2020-05-05;0.0332
0;0.1;0;5000;400;499;36;12;13;0;10000000;SP;2020-05-05;0.0353
0;0.1;0;5000;400;499;36;14;15;0;10000000;SP;2020-05-05;0.0368
0;0.1;0;5000;400;499;42;0;1;0;10000000;SP;2020-05-05;0.0305
0;0.1;0;5000;400;499;42;2;3;0;10000000;SP;2020-05-05;0.0305
0;0.1;0;5000;400;499;42;4;5;0;10000000;SP;2020-05-05;0.0305
0;0.1;0;5000;400;499;42;6;7;0;10000000;SP;2020-05-05;0.0305
0;0.1;0;5000;400;499;42;8;9;0;10000000;SP;2020-05-05;0.0305
0;0.1;0;5000;400;499;42;10;11;0;10000000;SP;2020-05-05;0.0336
0;0.1;0;5000;400;499;42;12;13;0;10000000;SP;2020-05-05;0.0357
0;0.1;0;5000;400;499;42;14;15;0;10000000;SP;2020-05-05;0.0372
0;0.1;0;5000;400;499;48;0;1;0;10000000;SP;2020-05-05;0.0304
0;0.1;0;5000;400;499;48;2;3;0;10000000;SP;2020-05-05;0.0304
0;0.1;0;5000;400;499;48;4;5;0;10000000;SP;2020-05-05;0.0304
0;0.1;0;5000;400;499;48;6;7;0;10000000;SP;2020-05-05;0.0304
0;0.1;0;5000;400;499;48;8;9;0;10000000;SP;2020-05-05;0.0306
0;0.1;0;5000;400;499;48;10;11;0;10000000;SP;2020-05-05;0.0342
0;0.1;0;5000;400;499;48;12;13;0;10000000;SP;2020-05-05;0.0362
0;0.1;0;5000;400;499;48;14;15;0;10000000;SP;2020-05-05;0.0376
0;0.1;0;5000;400;499;54;0;1;0;10000000;SP;2020-05-05;0.0303
0;0.1;0;5000;400;499;54;2;3;0;10000000;SP;2020-05-05;0.0303
0;0.1;0;5000;400;499;54;4;5;0;10000000;SP;2020-05-05;0.0303
0;0.1;0;5000;400;499;54;6;7;0;10000000;SP;2020-05-05;0.0303
0;0.1;0;5000;400;499;54;8;9;0;10000000;SP;2020-05-05;0.0309
0;0.1;0;5000;400;499;54;10;11;0;10000000;SP;2020-05-05;0.0348
0;0.1;0;5000;400;499;54;12;13;0;10000000;SP;2020-05-05;0.0367
0;0.1;0;5000;400;499;54;14;15;0;10000000;SP;2020-05-05;0.0380
0;0.1;0;5000;400;499;60;0;1;0;10000000;SP;2020-05-05;0.0304
0;0.1;0;5000;400;499;60;2;3;0;10000000;SP;2020-05-05;0.0304
0;0.1;0;5000;400;499;60;4;5;0;10000000;SP;2020-05-05;0.0304
0;0.1;0;5000;400;499;60;6;7;0;10000000;SP;2020-05-05;0.0304
0;0.1;0;5000;400;499;60;8;9;0;10000000;SP;2020-05-05;0.0314
0;0.1;0;5000;400;499;60;10;11;0;10000000;SP;2020-05-05;0.0355
0;0.1;0;5000;400;499;60;12;13;0;10000000;SP;2020-05-05;0.0373
0;0.1;0;5000;400;499;60;14;15;0;10000000;SP;2020-05-05;0.0385
0;0.1;0;5000;500;599;12;0;1;0;10000000;SP;2020-05-05;0.0357
0;0.1;0;5000;500;599;12;2;3;0;10000000;SP;2020-05-05;0.0357
0;0.1;0;5000;500;599;12;4;5;0;10000000;SP;2020-05-05;0.0357
0;0.1;0;5000;500;599;12;6;7;0;10000000;SP;2020-05-05;0.0357
0;0.1;0;5000;500;599;12;8;9;0;10000000;SP;2020-05-05;0.0357
0;0.1;0;5000;500;599;12;10;11;0;10000000;SP;2020-05-05;0.0360
0;0.1;0;5000;500;599;12;12;13;0;10000000;SP;2020-05-05;0.0370
0;0.1;0;5000;500;599;12;14;15;0;10000000;SP;2020-05-05;0.0381
0;0.1;0;5000;500;599;18;0;1;0;10000000;SP;2020-05-05;0.0328
0;0.1;0;5000;500;599;18;2;3;0;10000000;SP;2020-05-05;0.0328
0;0.1;0;5000;500;599;18;4;5;0;10000000;SP;2020-05-05;0.0328
0;0.1;0;5000;500;599;18;6;7;0;10000000;SP;2020-05-05;0.0328
0;0.1;0;5000;500;599;18;8;9;0;10000000;SP;2020-05-05;0.0328
0;0.1;0;5000;500;599;18;10;11;0;10000000;SP;2020-05-05;0.0331
0;0.1;0;5000;500;599;18;12;13;0;10000000;SP;2020-05-05;0.0346
0;0.1;0;5000;500;599;18;14;15;0;10000000;SP;2020-05-05;0.0359
0;0.1;0;5000;500;599;24;0;1;0;10000000;SP;2020-05-05;0.0314
0;0.1;0;5000;500;599;24;2;3;0;10000000;SP;2020-05-05;0.0314
0;0.1;0;5000;500;599;24;4;5;0;10000000;SP;2020-05-05;0.0314
0;0.1;0;5000;500;599;24;6;7;0;10000000;SP;2020-05-05;0.0314
0;0.1;0;5000;500;599;24;8;9;0;10000000;SP;2020-05-05;0.0314
0;0.1;0;5000;500;599;24;10;11;0;10000000;SP;2020-05-05;0.0320
0;0.1;0;5000;500;599;24;12;13;0;10000000;SP;2020-05-05;0.0338
0;0.1;0;5000;500;599;24;14;15;0;10000000;SP;2020-05-05;0.0351
0;0.1;0;5000;500;599;30;0;1;0;10000000;SP;2020-05-05;0.0304
0;0.1;0;5000;500;599;30;2;3;0;10000000;SP;2020-05-05;0.0304
0;0.1;0;5000;500;599;30;4;5;0;10000000;SP;2020-05-05;0.0304
0;0.1;0;5000;500;599;30;6;7;0;10000000;SP;2020-05-05;0.0304
0;0.1;0;5000;500;599;30;8;9;0;10000000;SP;2020-05-05;0.0304
0;0.1;0;5000;500;599;30;10;11;0;10000000;SP;2020-05-05;0.0317
0;0.1;0;5000;500;599;30;12;13;0;10000000;SP;2020-05-05;0.0334
0;0.1;0;5000;500;599;30;14;15;0;10000000;SP;2020-05-05;0.0346
0;0.1;0;5000;500;599;36;0;1;0;10000000;SP;2020-05-05;0.0300
0;0.1;0;5000;500;599;36;2;3;0;10000000;SP;2020-05-05;0.0300
0;0.1;0;5000;500;599;36;4;5;0;10000000;SP;2020-05-05;0.0300
0;0.1;0;5000;500;599;36;6;7;0;10000000;SP;2020-05-05;0.0300
0;0.1;0;5000;500;599;36;8;9;0;10000000;SP;2020-05-05;0.0300
0;0.1;0;5000;500;599;36;10;11;0;10000000;SP;2020-05-05;0.0319
0;0.1;0;5000;500;599;36;12;13;0;10000000;SP;2020-05-05;0.0336
0;0.1;0;5000;500;599;36;14;15;0;10000000;SP;2020-05-05;0.0347
0;0.1;0;5000;500;599;42;0;1;0;10000000;SP;2020-05-05;0.0298
0;0.1;0;5000;500;599;42;2;3;0;10000000;SP;2020-05-05;0.0298
0;0.1;0;5000;500;599;42;4;5;0;10000000;SP;2020-05-05;0.0298
0;0.1;0;5000;500;599;42;6;7;0;10000000;SP;2020-05-05;0.0298
0;0.1;0;5000;500;599;42;8;9;0;10000000;SP;2020-05-05;0.0298
0;0.1;0;5000;500;599;42;10;11;0;10000000;SP;2020-05-05;0.0322
0;0.1;0;5000;500;599;42;12;13;0;10000000;SP;2020-05-05;0.0338
0;0.1;0;5000;500;599;42;14;15;0;10000000;SP;2020-05-05;0.0349
0;0.1;0;5000;500;599;48;0;1;0;10000000;SP;2020-05-05;0.0297
0;0.1;0;5000;500;599;48;2;3;0;10000000;SP;2020-05-05;0.0297
0;0.1;0;5000;500;599;48;4;5;0;10000000;SP;2020-05-05;0.0297
0;0.1;0;5000;500;599;48;6;7;0;10000000;SP;2020-05-05;0.0297
0;0.1;0;5000;500;599;48;8;9;0;10000000;SP;2020-05-05;0.0298
0;0.1;0;5000;500;599;48;10;11;0;10000000;SP;2020-05-05;0.0326
0;0.1;0;5000;500;599;48;12;13;0;10000000;SP;2020-05-05;0.0342
0;0.1;0;5000;500;599;48;14;15;0;10000000;SP;2020-05-05;0.0353
0;0.1;0;5000;500;599;54;0;1;0;10000000;SP;2020-05-05;0.0296
0;0.1;0;5000;500;599;54;2;3;0;10000000;SP;2020-05-05;0.0296
0;0.1;0;5000;500;599;54;4;5;0;10000000;SP;2020-05-05;0.0296
0;0.1;0;5000;500;599;54;6;7;0;10000000;SP;2020-05-05;0.0296
0;0.1;0;5000;500;599;54;8;9;0;10000000;SP;2020-05-05;0.0301
0;0.1;0;5000;500;599;54;10;11;0;10000000;SP;2020-05-05;0.0331
0;0.1;0;5000;500;599;54;12;13;0;10000000;SP;2020-05-05;0.0346
0;0.1;0;5000;500;599;54;14;15;0;10000000;SP;2020-05-05;0.0356
0;0.1;0;5000;500;599;60;0;1;0;10000000;SP;2020-05-05;0.0296
0;0.1;0;5000;500;599;60;2;3;0;10000000;SP;2020-05-05;0.0296
0;0.1;0;5000;500;599;60;4;5;0;10000000;SP;2020-05-05;0.0296
0;0.1;0;5000;500;599;60;6;7;0;10000000;SP;2020-05-05;0.0296
0;0.1;0;5000;500;599;60;8;9;0;10000000;SP;2020-05-05;0.0304
0;0.1;0;5000;500;599;60;10;11;0;10000000;SP;2020-05-05;0.0337
0;0.1;0;5000;500;599;60;12;13;0;10000000;SP;2020-05-05;0.0351
0;0.1;0;5000;500;599;60;14;15;0;10000000;SP;2020-05-05;0.0360
0;0.1;0;5000;600;699;12;0;1;0;10000000;SP;2020-05-05;0.0350
0;0.1;0;5000;600;699;12;2;3;0;10000000;SP;2020-05-05;0.0350
0;0.1;0;5000;600;699;12;4;5;0;10000000;SP;2020-05-05;0.0350
0;0.1;0;5000;600;699;12;6;7;0;10000000;SP;2020-05-05;0.0350
0;0.1;0;5000;600;699;12;8;9;0;10000000;SP;2020-05-05;0.0350
0;0.1;0;5000;600;699;12;10;11;0;10000000;SP;2020-05-05;0.0352
0;0.1;0;5000;600;699;12;12;13;0;10000000;SP;2020-05-05;0.0359
0;0.1;0;5000;600;699;12;14;15;0;10000000;SP;2020-05-05;0.0368
0;0.1;0;5000;600;699;18;0;1;0;10000000;SP;2020-05-05;0.0320
0;0.1;0;5000;600;699;18;2;3;0;10000000;SP;2020-05-05;0.0320
0;0.1;0;5000;600;699;18;4;5;0;10000000;SP;2020-05-05;0.0320
0;0.1;0;5000;600;699;18;6;7;0;10000000;SP;2020-05-05;0.0320
0;0.1;0;5000;600;699;18;8;9;0;10000000;SP;2020-05-05;0.0320
0;0.1;0;5000;600;699;18;10;11;0;10000000;SP;2020-05-05;0.0322
0;0.1;0;5000;600;699;18;12;13;0;10000000;SP;2020-05-05;0.0334
0;0.1;0;5000;600;699;18;14;15;0;10000000;SP;2020-05-05;0.0343
0;0.1;0;5000;600;699;24;0;1;0;10000000;SP;2020-05-05;0.0305
0;0.1;0;5000;600;699;24;2;3;0;10000000;SP;2020-05-05;0.0305
0;0.1;0;5000;600;699;24;4;5;0;10000000;SP;2020-05-05;0.0305
0;0.1;0;5000;600;699;24;6;7;0;10000000;SP;2020-05-05;0.0305
0;0.1;0;5000;600;699;24;8;9;0;10000000;SP;2020-05-05;0.0305
0;0.1;0;5000;600;699;24;10;11;0;10000000;SP;2020-05-05;0.0310
0;0.1;0;5000;600;699;24;12;13;0;10000000;SP;2020-05-05;0.0324
0;0.1;0;5000;600;699;24;14;15;0;10000000;SP;2020-05-05;0.0334
0;0.1;0;5000;600;699;30;0;1;0;10000000;SP;2020-05-05;0.0296
0;0.1;0;5000;600;699;30;2;3;0;10000000;SP;2020-05-05;0.0296
0;0.1;0;5000;600;699;30;4;5;0;10000000;SP;2020-05-05;0.0296
0;0.1;0;5000;600;699;30;6;7;0;10000000;SP;2020-05-05;0.0296
0;0.1;0;5000;600;699;30;8;9;0;10000000;SP;2020-05-05;0.0296
0;0.1;0;5000;600;699;30;10;11;0;10000000;SP;2020-05-05;0.0305
0;0.1;0;5000;600;699;30;12;13;0;10000000;SP;2020-05-05;0.0319
0;0.1;0;5000;600;699;30;14;15;0;10000000;SP;2020-05-05;0.0328
0;0.1;0;5000;600;699;36;0;1;0;10000000;SP;2020-05-05;0.0292
0;0.1;0;5000;600;699;36;2;3;0;10000000;SP;2020-05-05;0.0292
0;0.1;0;5000;600;699;36;4;5;0;10000000;SP;2020-05-05;0.0292
0;0.1;0;5000;600;699;36;6;7;0;10000000;SP;2020-05-05;0.0292
0;0.1;0;5000;600;699;36;8;9;0;10000000;SP;2020-05-05;0.0292
0;0.1;0;5000;600;699;36;10;11;0;10000000;SP;2020-05-05;0.0306
0;0.1;0;5000;600;699;36;12;13;0;10000000;SP;2020-05-05;0.0319
0;0.1;0;5000;600;699;36;14;15;0;10000000;SP;2020-05-05;0.0328
